text;sentiment
iya bayar iur bpjs kelas bayar kuasa tunjnagan sehat buzze;Negatif
goblok bego bs baca erti tulis dlm atur naik bpjs sehat bodoh;Negatif
sedih sih dok sampe layan sehat msh kapital huhu bpjs berat;Negatif
klo anggur bayar bpjs klo gk kerja serta ketenagakerjaan mas tdk dlm program bpjs msh ad asuransi jamin sehat kartu indonesia sehat skm jga penggauran jadi contoh;Negatif
buahahaha iyain deh bpjs sehat ketenagakerjaan anggap konteks pdhl skali beda contoh anggur dy bs jd serta bpjs sehat bs jd serta bpjs ketenagakerjaan xixixi;Negatif
jokowi sok tau usil sok nasehat deh urus perintah bpjs bertanggungjawab langsung kpd presiden jokowi;Negatif
sanggup munduur perintah konstitusi jokowi bpjs sehat defisit salah kelola;Negatif
pale lu peduli lu circle lu kaga peduli tenaga sehat rakyat kena imbas naik bpjs tdl sembako bbm situ sehat mikir otak;Negatif
ra mashok ngerti ra mengatasnamakan negara poin mo nyindir rakyat ujung rakyat kambing hitam embel sehat pandemi hasyu perintah ngotak dikit kek dah duit bagi butuh jugak mentok bpjs tok;Negatif
mala tpi masyarakat syukur bpjs jamin sehat jamin butuh kelas n kelas perintah subsidi;Negatif
cukai rokok gunung bromo suntik dana partai bumn proyek proyek jatah uang jabat sehat bpjs paksa peras rakyat negara bodoh;Negatif
pantesan orang naikin bpjs sehat ketua mahkamah agung turun bpjs sehat pensiun ganti sucks;Negatif
rakyat rugi bijak salah arah vangke ramai ramai warga tolak naik iur bpjs sehat;Negatif
kader partai korupsi syapi sok bela rakyat krn naik iur bpjs isi otak lup koleksi bini muda dasar manusia munafik bangst;Negatif
naikin bpjs baik layan kualitas sehat rakyat badan selenggara bpjs defisit rakyat nutupin ras uang rakyat gaji hadir adil sejahtera rakyat;Negatif
jahat kau zon klo kau corong suara rakyat kau dukung nikmat bpjs masyarakat zon masyarakat kelas berat naik fasilitas sehat;Negatif
ketua mui dl bpjs sehat haram mbalelo jaman jaman bahaya waspadalahh;Negatif
sadar sih tdk serta kelas orang kaya orang kaya engga pake bpjs mrk asuransi sehat fasilitas kamar vvip mahal empat sedikit pd rakyat nggak sanggup bayar iur bpjs menkeu nyuruh turun kelas;Negatif
licik bpjs jamin sosial nasional sehat era kelola akal pakai asuransi;Negatif
lu beneran g bpjs jamin sehat sok nama purapurabahagia niyee;Negatif
simple bpjs sehat ramai servicing bener perangkat rumah sakit ramah pegawai benah bayar layan gitu pake bodoh;Negatif
bohong jkn bpjs jamin sehat kapital bidang sehat butuh pokok wajib perintah rakyat bayar sistem mala;Negatif
bpjs bentuk lepas tangan perintah wajib sedia layan sehat warga negara kapitalisme terap serba kapital mana hubung negara rakyat bangun atas hubung bisnis;Negatif
pamor jokowi anggap jatuh gara gara naik iur bpjs sehat kali pamor jatuh buzzer agung;Negatif
mending bpjs sehat dtiadakan sj krna klo hnya sengsara rakyat;Negatif
auto bakar kartu bpjs sehat bakar naikin tarif takut dosa eh sebenernya dosa sih ngebunuh dajjal dosa takut penjara muak total si goblok;Negatif
pola pikir jabat kayak gin oiya gaji aman sih defisit negara hadir meres rakyat orang kaya pake bpjs pakai asuransi sehat bagus bpjs turun kelas orang kaya;Negatif
perintah pusat bpjs kelola asuransi jamin biaya sehat rakyat mending ngaku gengsi malu lha koq kasar kok ngaku pro rakyat urus sehat rakyat biar murah paham;Negatif
apa alas naik iur bpjs wabah covid tengah sulit ekonomi masyarakat tanda putus bijak tdk peduli pd sulit rakyat alas klaim perintah naik iur bpjs sehat;Negatif
naik bpjs sblm wabah covid corona gugat n menang ma proses hukum pk suk teriak mang klu sakit lsg bantuin rakyat contoh gakbener dki urus bansos manpu gmn urus sehat indonesia;Negatif
idtodayco media kadrun narasi sesat pantesan kadrun tolol naik iur bpjs sehat jokowi sengaja sengsara rakyat;Negatif
kelas tdk rakyat miskin gratis mo naikkin citra wawas ralat neh iur bpjs sehat wabah corona;Negatif
mebel vs dealer amat politik rocky gerung pres jadi landas hukum naik iur bpjs sehat seoalah tentang putus mahkamah agung sifat binding ikat;Negatif
naik iur serta bpjs sehat pandemik bijak pro rakyat patut kritik partai dukung bijak presiden jadi tolok ukur pimpin pdip musim pilih;Negatif
klo pake bpjs lu bs pake prudensial asuransi sehat bebas knp lu bego sih;Negatif
sih bpjs gotong royong ngobati orang gk bayar sehat gk bayar bpjs urun sehat jd seeetttttruukkkk gara bayar bpjs;Negatif
serta bpjs sehat dukung juang fraksi pks orang dungu salam akal sehat;Negatif
ngatain bego lu jg goblok program kluarga lu pikir bpjs sampe program gratis biaya sehat lu pikir mikir;Negatif
laaah ambil untung dasar bego kayak pake asuransi sehat tinggal bpjs mahal mending alih aj mandiri in health uang sehat pakai asuransi mandiri in health layan;Negatif
ruar khalifah umar rakyat beban naik bpjs sehat;Negatif
naik bpjs sehat bikin jokowi dlm bahaya impeachment mata moga tdk tambah derita rakyat;Negatif
bijak naik iur bpjs sehat jokowi mendapata sorot walikota solo anggap jokowi sengsara rakyat;Negatif
naik langsung operasional bpjs sehat bajing dana operasional bpjs sehat;Negatif
bpjs sehat utang jatuh tempo triliun rumah sakit;Negatif
tdk butuh pikir modern butuh pikir awam contoh bpjs dah bantu sehat perintah suruh bayar emang jual bpjs jual gandeng pertamina bpjs plus premium;Negatif
gagal jalan amanat uud uud tsb adlh lindung segenap tumpah darah indonesia;Negatif
waras si jolowi nggak mikir rakyat krn indonesia;Negatif
naik bpjs sehat jokowi nilai sengsara rakyat;Negatif
tanda negara uang bpjs sehat naik lawan hukum ma sejahtera rakyat peras pandemi covid tuk makan hari sulit;Negatif
sehat sakit bayar iur sehat cebong tuju naik iur bpjs hati ngamuk tetep hore ada sesal salah pilih bong;Negatif
ngotot naik iur bpjs sehat presiden jokowi tonton tabiat puji;Negatif
iur dirut bpjs sehat bela si nganu tuuuh dirut bpjs bela rakyat apes bgt rakyat indonesia;Negatif
bubar bpjs sehat argumentasi alas bpjs sehat bukti sah;Negatif
bayar bpjs sehat empot empot sampe nunggak suruh nyicil rumah tua hadeh ngape coba dasar anjing;Negatif
tdk pnh blg tolak bpjs inti diskusi adlh kpd pres tdk tentang subtansi ada bpjs fungsi masyarakat bwh akses sehat pada spt pasien asuransi premium;Negatif
prank uni kala suka iur bpjs sehat batal naik kuat hukum bayar bpjs sehat buruh kena phk penuh butuh hidup bpjs sehat anggota dasar rezim babi makan sampah;Negatif
bubarin aje bpjs sehat kembali uang rakyat;Negatif
pimpin hati harus sehat rakyat tanggung negara prnimpin bilang khulafaur rasyidiin naik bpjs rakyat susah zholiim;Negatif
hahahaha impeachment jokowi gara bpjs sehat patut duga curiga prosesor hukum pakde jujur pilih jokowi capres kemarin harap kabinet menteri periode eh periode menteri;Negatif
pilih bubar bpjs sehat indonesia bubar;Negatif
klo kpingin cepet turun tenaga sehat mogok kerja klo bbm ama bpjs turun;Negatif
pimpin nurani rakyat puruk dlm hadap wabah virus corona iur bpjs sehat naik pikir ringan beban rkytnya saat situasi spt ambil putus sengsara rakyat;Negatif
dilam bpjs sehat warga negara wajib milik bpjs sehat sdh daftar henti anggota kecuali tinggal mati turun dana zolim dasar;Negatif
harap sakit parah sih kek biaya sehat segitunya opname habis segitu jg asuransi dr kampus bayar pake ukt make bpjs;Negatif
dlu bpjs harap sehat masyrakat tdk sungguh ironis;Negatif
kondisi sulit alas naik iur bpjs sehat pura bodoh bodoh beneren;Negatif
tambah atur telat mbayar kena denda ogah bayar gratis biaya sehat perintah dn bpjs berzifat sosial gotong royong sifat pajak dn bentuk asuransi sehat jd dampak sakit;Negatif
rakyat indonesia ikut bpjs ken ikut program gotong royong bidang sehat skrg asa jebak cm bs henti tinggal g ngelapor tinggal ttp kena tagih lg hts bayarin kk saudara pd g gila;Negatif
wow bodoh banget nggak makan berita bpjs sehat ketenagakerjaan;Negatif
tuju sby bpjs gotong royong bidang sehat nominal tdk berat serta jokowi bpjs jadi alat peras rakyat;Negatif
info psbb cicil minggu total bulan sampe tugas sehat baper turun derajat hastagnya info bpjs kerap php nek turun kek viralnya influencer otak tinggal truslah karya bodoh yah;Negatif
bodoh tetap hukum mahkamah agung cuek naik tarif bpjs sehat lanjut buruk susul tunggu buruk muncul kah jengah;Negatif
bpjs jamin sehat tanggung negara defisit negara nanggung sekitar istana project prank kerja genah bpjs uang tolol banged sik dibodohin mulu ama rezim;Negatif
wajib entah salah satu jamin sehat jelata beban naik bpjs beban gotong royong jelata suruh bayar pajak baca buku john perkins biar kmn pergi pajak negara brkmbang;Negatif
alah gotong royong sehat kampung bentuk republik bpjs;Negatif
sehat masak beli rokok bpjs sehat bungkus rokok ngeluh rangin jatah rokok;Negatif
baca mana bpjs sehat klas tdk naik jokowi jokowi ttd berkas ngak baca baca ngak dukung jokowi malu in;Negatif
wakil enak rakyat bagi wakil susah tau tau banget wakil umat bpjs sehat listrik api air pupuk dsb tanggung rakyat sebut hidup mandiri;Negatif
bpjs sehat pribadi pikir rakyat rakyat bayar hasil turut rekan kerja pikir naik tarif jokowi;Negatif
jokowi tekan pres 2020 ttg ubah pres 2018 ttg jamin sehat naik iur bpjs sehat batal ma naik presiden dmn nurani pimpin membebanirakyat;Negatif
naik iur muncul bpjs bukti lepas tangan perintah tanggung layan sehat rakyat;Negatif
bijak naik iur badan selenggara jamin sosial sehat bpjs sehat sehat nilai blunder anggap turun pamor presiden joko widodo;Negatif
iur bpjs sehat naik sembunyi mana otak perintah;Negatif
hahahaha dah injak ngelawan usaha sdh nanggung bpjs sehat bpjs tenaga kerja pajak hasil tambah lg tapera;Negatif
bubar bpjs sistem urus sehat masyarakat urus pemda;Negatif
din naik iur bpjs sehat tambah susah rakyat;Negatif
naik iur bpjs sehat pandemi zalim;Negatif
bpjs sehat jokowi sikap arogan;Negatif
sih brfikir jokowi curiga hati drpd prakerja mending anggar nutup bpjs sehat;Negatif
nunggak hutang beda bahasa ajah nunggak iur bpjs bayar papa pokok enam discroll twits jelas situ bijak iur bpjs sehat pandemi;Negatif
intermezzo bahas contoh lawan komunis kelas bpjs mreka juang kelas sosial bayar sekian smua dapet laku sehat;Negatif
mending klo ekonomi sehat ekonomi mblangsak bukti selisih harga bbm embat bpjs nyekik leher;Negatif
bpk naif dukung scr babi buta lach naik iur bpjs sehat;Negatif
naik iur bpjs menandakakan ketidakmampuan negara tangan pembiayaaan sehat warga negarannya;Negatif
partai loo ngapain senayan ngocok iur bpjs sehat wabah corona ahy jatuh timpa tangga;Negatif
alih bantu rakyat beban rakyat bilang naik dlm kondisi krisis spt skrg beban rakyat;Negatif
bikin jokowi takut umat islam murka rakyat marah;Negatif
covid tdk hilang dr bumi hrs buat umat manusia duduk bumi perintah jngn naik bpjs sehat rakyat dlm kondisi sulit jngn beban masyrkt;Negatif
jalan program bpjs mudah hadap lawan usaha farmasi rumah sakit swasta asuransi sehat satu dokter mikirin orang ekonomi lemah indonesia emang pakai bpjs;Negatif
nyinyir pake asuransi sehat swasta tau pake asuransi swasta kena limit premi banget beda bpjs skrg pasang ring jantung mrk coba gk pake bpjs wani pasang;Negatif
jatuh timpa iur bpjs sehat;Negatif
stop bayar bpjs bpjs hak sehat rakyat hutang upeti kuasa cair kembali uang umpama hidup rakyat tdk bpjs;Negatif
serta mandiri enak tinggal bayar selisih serta pbi tinggal regulasi surat penuh lapor dinas sehat perintah dinkes bayar selisih bpjs;Negatif
potong wajib bpjs sehat potong duit diinvest negara iya klo cuan klo kayaak jiwasraya gmane bos modal kagak buntung iya krain dapet program rumah dpet surat utang negara lot otak malesin ni org;Negatif
rs curangin bpjs paket biaya sodor standar rs paksa terima organisasi profesi sehat ajak buat paket tsb nol;Negatif
menteri bilang sanggup bayar iur bpjs sila turun kelas komentar sanggup urus sehat rakyat sila turun jabat menteri cuman makan gaji buta;Negatif
goblok borong om presiden sdh taat bpjs sdh turun lha tau bpjs turun asuransi sehat non bpjs itu bayar negara malu kmu zon;Negatif
dana bpjs tdk ratus persen sehat direksi tdk transparan tdk audit kerja bpjs bpjs defisit;Negatif
coba lihat sudut pandang bpjs rakyat penuh jamin sehat rakyat tahan makan naik bbm diturunin inflasi begimane wkwk krismon;Negatif
virus corona hantu hidup rakyat indonesia hantu tambah iur bpjs sehat subsidi elpiji kg cabut jual beli online kena pajak puluh persen emang negara bangsat penuh rezim otak;Negatif
buka lowong bpjs sehat batal rekrut buzzer nasib negara presiden jokowi koclak lembaga an;Negatif
jokowi tepat janji jurus ketemu tri sehat naik iyuran bpjs pirsa harap sabar otak belah;Negatif
gitu kronologi anggar sehat triliun knp iur bpjs;Negatif
presiden bilang bpjs sehat defisit salah kelola solusi naikin gaji direksi iur serta ambyar;Negatif
masyarakat timbang hapus eh laku gila;Negatif
cari jalan peras rakyat legal batal ma buat pres jokowi kali naik iur bpjs sehat rezim bangsat;Negatif
bpjs ganti nama badan iur rakyat berita ngomong sehat;Negatif
bpjs sehat mengcover orang sakit orang goblok;Negatif
bpjs karna rayu presiden menang pilpres wilayah mantera menteri tanggung tunjuk ksatria presiden tulus junjung uud sejahtera rakyat bidang sehat pidana;Negatif
beda kelas sby bpjs peduli jkw bpjs beban sby bpjs solusi sehat jkw bpjs putus ma jalan;Negatif
sesuai besar iur bpjs sehat langsung layan sehat rakyat korban kapitalis harus bantu kapitalis;Negatif
cucok nih blacklist bpjs nakes alkes fasilitas sehat etapi reak negara diskriminatif hadeeuuuhhhhh rese beud yaaa;Negatif
iur bpjs sehat paksa gotong royong;Negatif
sehat masak beli rokok bpjs sehat bungkus rokok ngeluh rangin jatah rokok;Negatif
baca mana bpjs sehat klas tdk naik jokowi jokowi ttd berkas ngak baca baca ngak dukung jokowi malu in;Negatif
wakil enak rakyat bagi wakil susah tau tau banget wakil umat bpjs sehat listrik api air pupuk dsb tanggung rakyat sebut hidup mandiri;Negatif
bpjs sehat pribadi pikir rakyat rakyat bayar hasil turut rekan kerja pikir naik tarif jokowi;Negatif
jokowi tekan pres ttg ubah pres ttg jamin sehat naik iur bpjs sehat batal ma naik presiden dmn nurani pimpin membebanirakyat;Negatif
