Text;Sentiment;Kesesuaian
sekarang jadi makin paham kan yuks kita dukung apapun keputusannya dan semoga semakin lebih baik pelayanannya ;Positif;
jadi poinya kartun ini adalah ingin mengambarkan bahwa peserta puas dengan layanan bpjs kesehatan jadi kedepan apakah bpjs kesehatan mending dihapus atau diperbaiki perbaiki sih harusnya ;Positif;
perbaiki kak bpjs kesehatan banyak bantu proses melahirkan juga;Positif;
pemerintah berusaha untuk membantu masyarakat untuk mendapatkan pelayanan kesehatan terbaik semoga ini bisa memberikan pencerahan kepada seluruh masyarakat indonesia jangan lupa bayar iuran ;Positif;
makan dulu makanya  biar mikirnya bener  bpjs kesehatan  terima kasih bpjs  nagara bantu bpjs;Positif;
sepakat mba negara kita maju kan karena gotong royong ;Positif;
bpjs kesehatan harus dipwrbaiki bukan dihapus;Positif;
jadi ngerti kalau iuran untuk kelas 3 gak naik lho sama seperti sebelumnya jadi aman gak memberatkan ;Positif;
penjelasan tentang iuran bpjs diberikan berupa kontak jadi mudah dipahami enak banget ;Positif;
bagian dua masih kelanjutan buat dibaca n dipahami ya gaes ;Positif;
setelah dijelaskan baru ngeh padahal informasinya jelas banget cuma kurang teliti ;Positif;
komiknya syarat informasi banget selama ini pada ngeluh sana sini padahal gak gitu ;Positif;
ya pastinya mba mending diperbaiki drpd dihapus kasian yg bener butuh ;Positif;
nah ini yang bingung iuran naik padahal dia pbi jadi aman donk gak perlu puyeng periksa aja biar sehat bugar ;Positif;
sering kali dangkal informasi memang membuat riuh yuk dibaca dulu biar makin paham ya ;Positif;
semoga yang terbaik buat bpjs kesehatan ;Positif;
sekarang paham kan kelas tiga gak naik karena disubsidi pemerintah yuk cari tau biar infonya lengkap dan gak simpang siur termakan hoax lebih lengkap cek aja komiknya ok ;Positif;
eh iya ini ada komik bagus banget buat yang kemaren kemaren bingung soal iuran bpjs yang naik sampai bilang mendingan bpjs dihapus aja coba mendingan dihapus apa diperbaiki hayooo ;Positif;
baca sampe abis yah komiknya suer nih komikusnya keren banget kisahnya seputar ;Positif;
datang ke bpjs ketenaga kerjaan ternyata masih banyak yg belum faham banyak orang yg malah datang untuk keperluan bpjs kesehatan hasilnya mereka kecewa sendiri;Positif;
indonesia kan terkenal dengan gotong royongnya jadi kita saling bantu lewat ;Positif;
minal aidin walfaidzin mohon maaf lahir dan batin mau share sebuah cerita seputar jadi mending diperbaiki kan daripada dihapuskan;Positif;
kenaikan iuran bpjs itu untuk kelas satu dan dua karena tujuan pemerintah itu dengan gotong royong semua tertolong orang kaya bantu orang yang miskin insyaallah akan berkah sampai anak cucu kita amin ;Positif;
gaes menurut kalian bpjs mending dihapus atau diperbaiki kalau aku sih jangan sampai dihapus karena sudah merasakan manfaat berobat menggunakan kartu bpjs kesehatan ke rumah sakit ;Positif;
pemerintah membuat aturan baru tujuannya adalah untuk berbenah sehingga kedepannya pelayanan yang diterima masyarakat lebih bagus dan berkelanjutan;Positif;
mending di perbaiki saja selama ini masyarakat banyak yg puas pelayanan bpjs kesehatan dan merasakan manfaatnya juga masyarakat miskin banyk sekali yg terbantu ;Positif;
keberlanjutan bpjs untuk kepentingan bersama lebih banyak azas manfaat yang kita terima sudah seharusnya kita dukung keberlanjutannya bpjs kesehatan;Positif;
saya pribadi memilih bpjs kesehatan diperbaiki sebab ada prinsip dengan gotong royong semua tertolong di dalamnya baca lagi deh penjelasannya di gambar berikut ;Positif;
kenaikan iuran bpjs hanya untuk kelas satu dan dua saja aturan baru ini tidak akan membebani rakyat miskin dan tidak mampu jutru malah memperluas perlindungan ;Positif;
saya yakinnya keberlanjutan bpjs untuk kebaikan bersama jadi pilihan saya bpjskesehatan diperbaiki lalu juga kudu disosialisasikan lagi bagaimana peran negara hadir bantu bpjs sekalian bagaimana pemerintah subsidi bpjs biar gak salah paham ;Positif;
kalau sepahaman saya sih mending diperbaiki toh ini pemerintah juga udah bantu iuran peserta bpjs kesehatan seperti yg terlampir di foto yg ekonominya lebih baik tolong bantu ya ;Positif;
alhamdulillah ya ada bpjs kesehatan;Positif;
jika memang memilih untuk dihapus apa sudah mikir untuk jangka panjang bila terjadi sakit dan kebetulan lagi gak punya duit apa yang akan dilakukan pemerintah bantu iuran peserta bpjs kesehatan sehingga masyarakat yang tidak mampu merasakan fasilitas kesehatan;Positif;
pemerintah menaikan iuran bpjs kesehatan kelas 1 dan  2 agar bs menutupi biaya karena dengan gotong royong semua tertolong;Positif;
nah ini mencerahkan bpjs kesehatan dengan semangat gotong royong yang kaya membantu yang miskin yang mampu membantu yg tidak mampu;Positif;
nah jadi jelas ya man teman inshaallah kenaikan ini tidak membebankan yg tak mmpu doakan pemerintah bisa terus memberi yg terbaik ya;Positif;
coba dicerna dan dipahami kenapa iuran bpjs kesehatan dinaikkan karena tujuan yang utama adalah untuk meningkatkan mutu dan layanan kepada masyarakat;Positif;
kalo rakyatnya sakit, perusahaan bangkrut krn pandemi sopo sing bayar pajak yg paling penting itu pembangunan manusia kesehatan dan pendidikan kalo kuat di bidang ini gampang bayar utang triliun rawatlah bpjs dgn seksama;Positif;
bpjs kesehatan mending dihapus atau diperbaiki klo kta ak sih diperbaiki ja pasti ada solusinya aminn semangatt yukk lihat lanjutan komiknya ;Positif;
dengan di naikannya biaya iuran bpjs itu di harapkan bisa membantu meningkatkan pelayanan medis agar lebih maksimal lagi support bpjs kesehatan memberikan layanan terbaik untuk warga yang sakit;Positif;
pemerintah nerbitin aturan baru tentang iuranbpjs itu gunanya untuk berbenah dan  pelayanan makin bagus bpjs kesehatan mendingan mana bpjs tetap melayani dengan kenaikan tarif apa dihapus karena ga mampu beroperasional nih;Positif;
bener banget nih penjelasan pak maman pemerintah menerbitkan aturan baru itu tujuanya untuk berbenah supaya pelayanan bpjs kesehatan semakin bagus dan berlanjut sampai ke anak cucu ;Positif;
intinya yang kaya dan pemerintah bantu yang dapat subsidi untuk tetap bisa menikmati fasilitas bpjs kesehatan dengan harga terjangkau toh;Positif;
tapi daripada programnya dihapuskan lebih baik diperbaiki supaya manfaatnya bisa dirasakan banyak orang terutama golongan bawah;Positif;
karena bpjs kesehatan hadir untuk memberikan jaminan kesehatan memegang prinsip dengan gotong royong semua tertolong kenaikan iuran untuk kelas satu dan dua tidak akan nambah beban masyarakat miskin ;Positif;
alangkah baiknya kita bisa mencari jalan keluar untuk mengatasi permasalahan tsb ;Positif;
kenapa aku juweh karna kita g bisa memprediksi kondisi kesehatan kita tiap hari yg bisa dilakukan adalah mengupayakan kondisi ttp fit dengan atau tanpa tambahan suplemen ekonomi di atas kesehatan bpjs jalan karna subsidi dan iuran;Positif;
bpjs sebaiknya jadi salah satu opsi bagi masyarakat dlm memperoleh layanan kesehatan misal masyarakat kaya biarkan memilih asuransi lain yg sekiranya dpt layanan lbh memuaskan dan tidak wajib ikut bpjs demikian pula bagi rs dpt menentukan tarif komersil bagi non peserta bpjs;Positif;
win win solution untuk kepentingan rakyat dan pemerintah karena kenaikan iuran bpjs kesehatan khususnya kelas tiga sangat berdampak signifikan untuk rakyat inilah yang kita lakukan demi kebaikan bersama ;Positif;
ahy sayangkan kenaikan iuran bpjs kesehatan ahy berikan tanggapan soal kenaikan iuran bpjs kesehatan ia menyayangkan keputusan jokowi tersebut di tengah pandemi covid  menurutnya di masa seperti ini masyarakat membutuhkan fasilitas jaminan kesehatan;Positif;
mau aktifkan kembali kepesertaan bpjs kesehatan bisa lunasi tunggakan  bulan saja;Positif;
bpjs kesehatan tiket kereta api sudah bisa dilakukan via paytren praktis mudah langsung dari hp sendiri dan menguntungkan;Positif;
alhamdulillah tahun ini thl bisa mendapatkan thr dan pada tahun ini pula gaji bisa naik serta ada tunjangan kesehatan bpjs ungkapnya menurut edi kenaikan ini telah melalui beberapa tahap dan pertimbangan sesuai dengan kemampuan keuangan daerah;Positif;
kelas peserta bpjs kesehatan segera dihapuskan ini tanggapan anggota komisi dpr ri setuju komisi dpr meminta pemerintah menyiapkan fasilitas kesehatan dan rumah sakit sebelum memutuskan penghapusan kelas peserta bpjs kesehatan;Positif;
ketua harian moi di tengah krisis covid pemerintah harus hemat anggaran dan menunda kenaikan iuran bpjs kesehatan;Positif;
kenaikan iuran bpjs kesehatan msh terjangkau iuran msh lebih rendah daripada manfaat premi yg didapatkan bpjs kesehatan memberikan pelayanan untuk masyarakat ;Positif;
kenaikan iuran bpjs lebih kecil dibanding besarnya manfaat yang dirasakan semoga bpjs tetap berlanjut karena keberlanjutan bpjs untuk kebaikan bersama bpjskesehatan terimakasihpemerintah iuranbpjs negarahadirbantubpjs pemerintahsubsidibpjs;Positif;
menko airlangga juta warga gratis iuran bpjs kesehatan;Positif;
biaya yang naik adalah kelas satu dan dua jika berat bisa pindah ke kelas tiga akan dapat subsidi manfaat medisnya sama seperti kelas satu layanan bpjs kesehatan untuk kepuasaan masyarakat bpjskesehatan terimakasihpemerintah iuranbpjs negarahadirbantubpjs pemerintahsubsidibpjs;Positif;
manfaat medis kelas tiga dan satu itu sama aja hanya berbeda fisik kamar meskipun iuran bpjs naik tapi manfaat medisnya tetap sama support bpjs kesehatan memberikan layanan terbaik bpjskesehatan terimakasihpemerintah iuranbpjs negarahadirbantubpjs pemerintahsubsidibpjs;Positif;
ternyata ini alasan iuran bpjs kelas dan naik tak lain dan tak bukan demi kesehatana dan kesejahteraan masyarakat indonesia yuk support bpjs kesehatan memberikan layanan terbaik bpjskesehatan terimakasihpemerintah iuranbpjs negarahadirbantubpjs pemerintahsubsidibpjs;Positif;
kamu selalu bayar bpjs tapi ga pernah merasakan manfaat bpjs uang iuranmu bs dimanfaatkan untuk orang lainnya yang sakit dengan gotong royong semua tertolong bpjskesehatan terimakasihpemerintah iuranbpjs negarahadirbantubpjs pemerintahsubsidibpjs;Positif;
bagi para pengusaha yang baik hati dermawan kenaikan iuran bpjskesehatan masih terjangkau bpjskesehatan terimakasihpemerintah iuranbpjs negarahadirbantubpjs pemerintahsubsidibpjs;Positif;
support bpjs kesehatan memberikan layanan terbaik dengan membayar iuran tepat waktu semoga bpjs kesehatan bs trs meringankan beban masyakarat indonesia yg sakit  bpjskesehatan terimakasihpemerintah iuranbpjs negarahadirbantubpjs pemerintahsubsidibpjs;Positif;
bpjs kesehatan memberikan pelayanan untuk masyarakat semoga pelayanan bpjs semakin meningkat dan banyak masyarakat indonesia yang bisa merasakan manfaatnya;Positif;
semoga program ini semakin membaik dan bisa diikuti oleh semuanya pelayanan kesehatan seperti bpjs merupakan kebutuhan semua kalangan ya;Positif;
iurang bpjs meski naik tetap ringan karena segudang manfaat yang diterima dengan memiliki bpjs;Positif;
perusahaan merasa iuran bpjs itu ringan dibanding manfaat yang didapat ini membuat setiap yang membayar merasa iurannya ringan;Positif;
kalau dilihat dari sini sih iuran bpjs bpjs kesehatan masih worth it ya;Positif;
pengusaha merasa kenaikan bpjs masih terjangkau karena biayanya ringan dibanding manfaatnya yang besar;Positif;
tentu utk menaikkan iuran bpjs kesehatan pemerintah tdk sembarangan sudah sgt diperhitungkan nilai dan dampaknya sejumlah pengusaha menilainya positif;Positif;
iuran bpjs kesehatan menurut para pengusaha walaupun naik msh terjangkau ya;Positif;
dengan gotong royong semua tertolong bantu pemerintah dalam ngelola untuk memberioan pelayanan terbaik;Positif;
iuran bpjs kesehatan meski naik dinilai para pengusaha masih wajar dan terjangkau apalagi manfaatnya banyak dan layanan untuk kepuasan masyarakat;Positif;
pemerintah pastinya udah mengkalkulasi besaran juran bpjs yang akan dikenakan kepada para pengusaha juga masyarakat pada umumnya alhamdulillah keputusan pemerintah menaikkan iuran bpjs kesehatan utk kelas dan kelas direspon positif oleh pengusaha;Positif;
bagi kalangan pengusaha jumlah iuran bpjs kesehatan yg naik saat ini dinilai masih lebih kecil dibanding banyak manfaat yg diterima puas dh layanan;Positif;
jangan galau lagi karena iuranbpjs ya gaes semua akan baik sajah;Positif;
dilansir dari sini kalangan pengusaha mengaku tidak keberatan dg keputusan pemerintah yg menaikkan iuran bpjs kesehatan bukti support bpjskehatan beri layanan terbaik;Positif;
kalau kamu bukan peserta mandiri kelas dan selow aja ya slur iuranbpjs bpjskesehatan ga akan terasa berat kok lha wong bos kamu aja ga keberatan;Positif;
bila pengusaha masih merasa bahwa iuranbpjs terjangkau baginya dibanding dengan manfaatnya yang banyak lantas apa lagi yang diributkan;Positif;
"kenaikan iuran bpjs tentu harapannya untuk memberikan pelayanan yang lebih maksimal untuk masyarakat semoga semua maksimal untuk kemajuan bersama https://finance.detik.com/moneter/d-5020843/iuran-bjps-kesehatan-naik-pengusaha-masih-terjangkau #bpjskesehatan #terimakasihpemerintah #iuranbpjs #negarahadirbantubpjs #pemerintahsubsidibpjs""";Positif;
dalam masa pandemi ini juga jangan dulu ngeluh bpjs dinaikin biarin lah dulu naik anggap kita bantu kesehatan nasional naik tiga kali lipat juga ikhlasin aja mau protesnya atau apa tunggu nanti pandemi selesai tunggu vaksin sudah ada;Positif;
mas jika kt berobat ke dokter swasta mungkin orang miskin akan berat tp coba orang yg tdk memiliki biaya lebih itu anda arahkan ke paskes paskes pemerintah insha allah bisa berobat mas untuk apa ada bpjs kesehatan diadakan kalo bkn untuk itu;Positif;
naiknya iuran bpjs tuk kelas satu dan dua semata tuk kesinambungan pelayanan bpjs utk kelas tiga sama sekali tidak naik krn pemerintah telah memberikan subsidi terimakasih pemerintah tetap komit memperhatikan layanan kesehatan yg maksimal bg setiap warganya;Positif;
iuranbpjs itu yang kelas tiga tetap dapat subsidi lho dengan semangat gotong royong maka bpjskesehatan tetap akan jalan melayani bangsa ini;Positif;
kelihatannya pengusaha tidak keberatan dan tidak pernah ada yang mengeluh dengan keputusan pemerintah yang menaikkan iuran bpjs kesehatan iuran bpjs kesehatan saat ini dinilai masih lebih kecil dibanding manfaat yang diterima;Positif;
bpjs kesehatan sedang mengalami defisit keuangan yang sangat besar sehingga kenaikan iuran di tengah pandemi corona dinilai tepat untuk memastikan pelayanan kesehatan tetap diberikan dan berjalan dengan baik ;Positif;
saya gk aktifin bpjs dan udah lost cover polis asuransi kesehatan pas kemarin sakit terus pas lgi covid ekonomi menurun baru kerasa itu penting lebih penting lagi tetap sehat dan jaga kesehatan rekomendasi polis kesehatan selain manulife dong;Positif;
manfaat yang didapat dari bpjs kesehatan lebih tinggi dibanding jumlah iuran ;Positif;
iuran bpjs kesehatan sebenarnya tak perlu naik meski terjadi defisit anggaran ada dua pilihan yang mudah dilakukan pemerintah batalkan kartu prakerja alihkan dana rp triliun untuk tambal bpjs ;Positif;negatif
kalo situ bukan petugas kesehatan jangan sok sok an kritis terhadap bpjs deh defisit bpjs itu berdampak besar buat para petugas kesehatan ada yang uang bpjs ga cair hampir berbulan bulan mereka udah underpaid sekarang harus deal sama masyarakat yang dedel  pandemi covid;Positif;
kenaikan iuran bpjs kesehatan itu demi menjaga kualitas dan kesinambungan jaminan kesehatan selamatkan bpjs sebagai jaminan kesehatan masyarakat ;Positif;
pas lagi streaming dan nemu ini penjelasan knp pemerintah naikin tarif bpjs okelah yg penting bpjs tetap memberi layanan terbaik ;Positif;
wah bpjs kesehatan benar hal penting ya bagi kemajuan bangsa dan negara kita ini yuk semua gotong royong untuk membantu;Positif;
yang ramai dianggap zholim adalah naiknya iuran kelas satu dan dua namun pilihan atas kelas ini tidak dipaksa untuk mereka yang memilih ini kalau merasa berat bisa pindah ke kelas tiga intinya program ini sifatnya gotong royong;Positif;
ga ush beribet mas bpjs itu jaminan sosial cara hitungnya jgn disamain dgn asuransi biasa lgian kesehatan itu emg kewajiban negara kuq sy ga blg hrs gratis ya tp minimal jgn memberatkan;Positif;
kalaupun bpjs itu pernah ada masalah yang diperbaiki ya sistem nya pelaksanaan nya pengawasan nya bukan ngeluh karena iurannya kalaupun iurannya mengalami kenaikan kita berdoa saja semoga itu lebih bermanfaat dan lebih menyadarkan kita kalau kesehatan itu mahal;Positif;
saya seorang cancer survivor kemo radiasi dan tindakan lainnya selama kurang lebih tiga tahun semua biaya dijamin bpjs kesehatan sampai sekarang saya masih bisa bertahan hidup thanks god thanks bpjs kesehatan;Positif;
lagian sekarang cover biaya kesehatan ke bpjs ga susah banget kok yg penting ada rujukan dan kalaupun parah lgsg ke igd rs besar dan lgsg opname pasti adminnya nanyain pakai bpjs;Positif;
ya kita semua insya allah ridho dan memahami kenaikan iuran bpjs manakala audit kinerja dilakukan thd bpjs kesehatan dengan menyertakan rekomendasi auditor jadi sisi objektivitas lebih terbuka karena bagaimanapun juga bpjs ada manfaatnya;Positif;
karena kenaikan harga iuran bpjs untuk membantu org lain yg tidak mampu utk membayar bpjs agar semua org dapet menikmati fasilitas kesehatan dari pemerintah paham cobalah sekali utk tidak mengeluh;Positif;
knp sih pada males analisa knp bpjs kesehatan hr dinaikan iuranya coba baca deh utas pak prastow tntang bpjs kesehatan ;Positif;
klo di negara maju ansuransi kesehatan spt bpjs di hitung dari pendapatan orang per orang klo orang itu pendapatannya kaya maka dia harus dan di paksa oleh pemerintah untuk membayar iuran pajak lebih klo perorang miskin hampir tidak bayar iuran pajak;Positif;
gw gk merasa keberatan dgn kenaikan bpjs ini karena saya org kerja dan tdk secara langsung membantu org yg saat ini butuh pertolongan kesehatan sampai disitu saja dlu;Positif;
dengan gotong royong semua tertolong saya cinta bpjs kesehatan;Positif;
pas dijelasin soal asuransi kesehatan lu masa bodoh jelek in bpjs pas sakit atau org trsayang sakit lu buru ngurus bpjs pas dah sehat ngga bayar premi sakit lagi buru bayar premi biar bisa dipake terus lu teriak soal defisit pengen tak hihhh;Positif;
bagi yg merasa sudah mampu baguslah bila niatnya untuk membantu saudara setanah air biarlah yg lain yg memanfaatkan fadilitas kesehatan yg di sediakan bpjs;Positif;
saya gak keberatan naikin iuran bpjs tapi persoalan biaya costs bleeding gak akan selesai tanpa perbaikan menyeluruh management internalnya ini kan asuransi di bidang kesehatan sy pikir pengelolanya perbanyak ahli asuransi aktuarist dan ahli keuangan;Positif;
suksidi silang bro canada bayangkan kalau bpjs ga jalan karena ga ada uang brp banyak orang kurang mampu di ri yg ga akan bisa dpt pelayanan kesehatan spt bpjs dan itu sdh pernah terjadi dua tahun lalu yg kacau balau dan banyak rs menolak pasien krn rs blm dibayar bpjs;Positif;
pemerintah dpt menawarkan kesempatan ini kpd peserta dg privilege ketika brsedia membayar sesuai aktuaria atau lebih ini untuk menarik peserta yg masih menggunakan asuransi kesehatan lain atau gengsi menggunakan bpjs rs berkelas ga lg memandang sebelah mata thdp bpjs kelas ini;Positif;
no worries om gw tep byr bpjs kes brp pun preminya krn msh jauuuhhh lbh murmer dr asuransi kesehatan swasta double coverlah anggap;Positif;
coba anda konsul ke bpjs jika anda tidak melanjutkan asuransi bpjs anda apa saja efeknya selain tidak ada manfaat kesehatan;Positif;
saya membayar bpjs diniati membantu mereka yang membutuhkan dan semoga kami sekeluarga selalu diberikan kesehatan dan keselamatan;Positif;
naik cuman sembilan belas rb dari dua ribu delapan belas sampai dua ribu dua puluh aja berat ya nil demi jaminan kesehatan kalau tdk mampu pake kartu miskin aja nil ngapain harus gengsi kalau memang tdk mampu mending jujur sama pemerintah drpd lo memaksakan sok pake bpjs;Positif;
gue pake bpjs kelas satu jalur mandiri semua karyawan aq pake bpjs bpjs terbukti mmbantu cover kesehatan bayar baru berapa tahun yg sdh dinikmati dr bpjs sdh lebih beratus kali lipat buat gue bpjs naik engga masalah drpd dibatasi pelayanannya malah bisa keluar biaya lebih lg;Positif;
bener banget kalau saya alhamdulillah bpjs kesehatan dibayarkan oleh tempat kerja jadi hanya di potong satu persen dari gaji tiap bulan;Positif;
pola pikir soal kesehatan meskipun anda punya kartu bpjs tapi usahakan jangan mau menggunakannya tetaplah sehat atur kesehatan jasmani dan rohanimu karena sehat itu mahal apa gunanya anda kaya tapi kekayanmu untuk pengobatan sakitmu;Positif;
sudah selayaknya iuran bpjs di naikan supaya tidak ada lagi orang tidak mendapatkan hak konstitusinya menaikan iuran kelas satu, dua dan tiga ibarat sedekah dan membantu sesama yang kurang mampu terhadap biaya kesehatan pengobatan dan pelayanan;Positif;
dasar hukum kenaikan bpjs berbeda dengan dasar hukum yang telah dibatalkan ma jadi tetap berlaku hingga ada putusan ma yang membatalkan keren banget rincian kenaikan iuran bpjs kesehatan di tengah corona ;Positif;
ini juga terjadi ada ayah saya beliau ikut axa utk as kesehatan tapi di alihkan k as jiwa dan di bikin ribet sama pihak axa pdahal saat itu ayah sedang sakit keras untung keluarga masih ada bpjs;Positif;
harusnya gitu sih kalo lihat data itu sebenarnya agak takjub juga karena peserta bpjs kesehatan ternyata dibiayai oleh pemerintah ;Positif;
anda tdk bisa samakan asuransi swasta dgn bpjs asuransi itu perusahaan yg mencari keuntungan sementara bpjs amanat konstitusk untuk memberikan pelayanan kesehatan untuk masyarakat paham;Positif;
kalian mau kritik kenaikan iuran bpjs kesehatan sah sah saja tapi kalau kritik pakai alasan rakyat miskin ya konyol kuadrat karena rakyat miskin gak bayar iuran;Positif;
rasain struk dlu lo pd bru rasain manfaatny bpjs bpjs naik ya anggap ja ni amal buat kesehatan kita berpikirlah yg sehattt;Positif;
klo gtu jgn pusing mikirin bpjs naik mas sudah beruntung anda memiliki jaminan kesehatan lain dr pada yg gk punya yg berharap besar dgn bpjs jgn kritis terhadap sesuatu yg belum tentu valid;Positif;
bpjs naik itu alasannya apa negara hadir itu untuk membantu masyarakat warga dan rakyatnya agar semua kebutuhannya berkaitan dengan pendidikan kesehatan dan kebutuhan nya dipenuhi negara scara gratis indonesia kaya raya mbok dikelola dg baik;Positif;
turun kelas pun tidak menjawab bagaimana cara mereka mendapatkan perlindungan kesehatan disaat krisis ekonomi akibat pandemi menyerang jika ada kata yg kurang berkenan saya minta maaf tapi mohon dipertimbangkan kembali soal kenaikan iuran bpjs kesehatan ini pak jokowi;Positif;
banyak dari kita untuk makan saja mesti muter otak entah untuk mencukupi diri sendiri atau keluarga saya paham polemik bpjs yang saat ini defisit tapi apakah tidak ada cara lain tanpa asuransi kesehatan dari pemerintah yg satu ini asuransi apalagi yg bisa mereka dapat;Positif;
gini aja deh ya drpd muter mulu elo udah ngerasain lgsg manfaat bpjs belum kalo iya apa kalo enggak knp negara ini kan kompleks sekali ya masalah kesehatan banyak banget harapannya iuran naik pelayanan jg membaik;Positif;
peduli sesama bantu rakyat turunkan harga bbm turunkan tarif listrik turunkan tarif iuran bpjs kesehatan bukannya ngadain konser ;Positif;
nah sekarang saya juga tau kesehatan keluarga itu penting tapi kalau uang ga ada gimana minta bantuan ke pemerintah disuruh mandiri jadi aku harus apa kan bingung jadi intinya yg merengek kemahal memang pantas coba kalau bpjs kls tiga masih dua puluh lima munkin aq bisa usahain;Positif;
kalau jokowi cerdas dan tidak bodoh tentu opsinya bukan menaikkan iuran bpjs kesehatan tetapi pecat semua direksi yang tidak mampu tersebut;Positif;
bukan krn gue mantan staf di bpjs kesehatan tp ya demi pelayanan kesehatan kita yg memang lebih baik utk semua;Positif;
indonesia gapunya fasilitas kesehatan cukup salah iuran bpjs dinaikin buat bikin fasilitas kesehatan di masa depan membaik juga masih salah maunya apasi kita tuh;Positif;
tidak sesimpel itu ferguso prinsip bpjs kesehatan itu gotong royong jadi sesuai prinsip segala sesuatu harus berdasarkan kesepakatan bersama termasuk besaran iuran tidak bisa pemerintah secara sepihak menaikkan iuran karena bpjs bukan bumn;Positif;netral
bpjs naik psbb dilonggarkan isu herd immunity bakal dijalankan jg udh banyak bgt kalo ga baik jaga kesehatan bisa gaji dua puluh jt sebulan jg abis buat berobat aja jaga kesehatan semuanya fisik maupun mental dan spiritual;Positif;negatif
bagus donk biar bpjs manpu membiayai melayani semua keluhan kesehatan masyarakat;Positif;
semua fasilitas terbaik bpjs kesehatan diberikan pemerintah pada masyarakat harapannya agar mereka tetap mendapatkan akses pelanyanan kesehatan terbaik;Positif;
ibu teman sy jatuh di dpn rumahnya tulang retak kalo bayar cash enam puluh juta melayang ganti dgn tulang tiruan yg baru dan operasi siapa yg ganti bpjs kesehatan duit kita semua iuran bulanannya cuma seratus ribu ajah;Positif;
patah tangan ya karena kecelakaan dirumah berobat di rs swasta biayanya jutaan sampai sekarang masih control ke dokter tanpa biaya iya betul yg cover full itu bpjs kesehatan udah jelas belum;Positif;
ente udh belajar konsep asuransi belajar dulu gih sblm gonggong bpjs itu salah satu bentuk asuransi kesehatan yg d kelola pemerintah klo u ga pcy bpjs u pake aja allianz atw prudential bayar tu premi nya;Positif;
rakyatpercayajokowi krn baru di era jokowi ini fasilitas kesehatan massal bpjs bisa dinikmati seluruh rakyat indo;Positif;negatif
bpjs program gotong royong ada peserta yg maaf tidak mampu bisa gratis alias dibayar pemerintah ada kis dll ada peserta yang berbayar yg dianggap mampu dan ada tiga kelas tinggal pilih sesuai kemampuan perlu diingat kesehatan itu mahal;Positif;
 manajerial memang harus dilakukan agar bpjs tidak tutup. yang paling dirugikan kalau bpjs tutup adalah rakyat bawah. saya yakin nurani bapak mendukung upaya pemerataan dan peningkatan pelayanan kesehatan ini;Positif;
ni gue tambahin dukungan kpk terbaru terhadap kenaikan iuran bpjs kesehatan ;Positif;
demi kesehatan rakyat mari kita dukung bpjs agar sehat keuangannya kesehatan itu harta no satu;Positif;
bukan cuma itu dg perpres yang baru akan memberikan subsidi untuk jutaan lainnya dukung yuk guys;Positif;
guys walau iuran bpjs akan naik tapi enggak sembarangan naik kok sebab menurut direksi bpjs kesehatan negara hadir untuk membayarkan iuran jkn jutaan;Positif;
dan informasi ini sebagai pelemgkap dimana perpress baru aman mensubsidi jutaan gengs ;Positif;
sepatutnya kita pun mendukung apa yg pemerintah putuskan yakin ini semua demi kebaikan kita toh perpres baru akan mensubsidi jutaan peserta ;Positif;
kan buat yg miskin kesehatan masih digratiskan dan bpjs yg klas tiga tidak dinaikan jadi sebagai orang yg merasa penting untuk masa depan negara seharusnya anda mendukung pemerintah yg masih peduli dgn orang miskin dong bukan malah ngebela yg masih mampu membayar klas dua dan tiga;Positif;
jaminan kesehatan dan pendidikan itu adalah salah satu cita para pendiri bangsa ini konsep bpjs dengan cara gotong royong harusnya memang didukung dan difahami keberadaannya agar semua bisa menyadari kewajibannya masing jangan karena kebencian atau sakit hati menutup semua;Positif;
dirut bpjs kesehatan sungguh luar biasa prestasinya meski setiap tahun bpjs kesehatan mengalami defisit tetapi dirut bpjs kesehatan selalu berhasil menyelamatkan bpjs kesehatan agar tidak semakin dalam mengalami defisit keuangan;Positif;
temuan bpkri fair bpk apresiasi terhadap bpjs kesehatan cukup efektif kelola dana bidang kesehatan juga ada sejumlah permasalahan serta rekomendasi potensi beban keuangan mencapai miliaran hingga pembayaran kapitasi belum didasarkan data peserta aktif;Positif;
ganjar yg baru ini dipuji presiden baik dlm menangani corona menanggapi kebijakan jokowi menaikkan iuran bpjs kesehatan sebagai keputusan yg tidak populer ;Positif;
kenaikan bpjs kes kenaikannbpjs kes agar orang tau bahwa kesehatan itu mahal dan artinya lo mesti jaga kesehatan dgn baik mungkin kenaikan ini waktunya kurang dan besaran kenaikannya walahhh sangat memberatkan dan pastinya shok berat deh di tengah krisis ini;Positif;
bpjs itu ibarat spt asuransi kesehatan utk jaga jgn smp dipake kl perlu jgn pernah dipake;Positif;
jadi skema penyesuaian besaran iuran bpjs kesehatan seperti tertera berikut ini supaya lebih mudah dipahami;Positif;
bpjs kesehatan tetap selalu memberikan pelayanan yang baik dalam penyesuaian besaran;Positif;
penyesuaian besaran iuran bpjs kesehatan ini demi keberlangsungan layanan kesehatan bagi rakyat kecil;Positif;
iya ga pa pa juga iuran bpjs kesehatan naik krn mmg harga kesehatan saat ini naik masa orang konsumtif beli barang online naik dibeli nmn naik harga kesehatan ga mau wabah covid kembali menata ulang mana yg prioritas dlm hidup mana yg hanya konsumtif tetaplah bijaksana;Positif;
